,title,genres,overview,cast,crew,summary
13507,the girl with the dragon tattoo,"['Drama', 'Thriller', 'Crime', 'Mystery']","['Swedish', 'thriller', 'based', 'on', 'Stieg', ""Larsson's"", 'novel', 'about', 'a', 'male', 'journalist', 'and', 'a', 'young', 'female', 'hacker.', 'In', 'the', 'opening', 'of', 'the', 'movie,', 'Mikael', 'Blomkvist,', 'a', 'middle-aged', 'publisher', 'for', 'the', 'magazine', 'Millennium,', 'loses', 'a', 'libel', 'case', 'brought', 'by', 'corrupt', 'Swedish', 'industrialist', 'Hans-Erik', 'Wennerström.', 'Nevertheless,', 'he', 'is', 'hired', 'by', 'Henrik', 'Vanger', 'in', 'order', 'to', 'solve', 'a', 'cold', 'case,', 'the', 'disappearance', 'of', ""Vanger's"", 'niece']","['MichaelNyqvist', 'NoomiRapace', 'LenaEndre', 'Sven-BertilTaube', 'PeterAndersson', 'PeterHaber', 'MarikaLagercrantz', 'TomasKöhler', 'GöstaBredefeldt', 'BjörnGranath', 'EwaFröling', 'StefanSauk', 'GunnelLindblom', 'WillieAndréason', 'IngvarHirdwall', 'AnnikaHallin', 'SofiaLedarp', 'DavidDencik', 'MichalisKoutsogiannakis', 'YasmineGarbi', 'JuliaSporre', 'FredrikOhlsson', 'JacobEricksson', 'BarbroEnberg', 'GeorgiStaykov', 'EmilAlmén', 'PaleOlofsson', 'MikaelRahm', 'LennartR.Svensson', 'KarlOscarTörnros', 'KalledMustonen', 'AlexandraPascalidou', 'TehillaBlad', 'ChristianFiedler', 'JanMybrand', 'ReubenSallmander']",['NielsArdenOplev'],"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece Drama Thriller Crime Mystery MichaelNyqvist NoomiRapace LenaEndre Sven-BertilTaube PeterAndersson PeterHaber MarikaLagercrantz TomasKöhler GöstaBredefeldt BjörnGranath EwaFröling StefanSauk GunnelLindblom WillieAndréason IngvarHirdwall AnnikaHallin SofiaLedarp DavidDencik MichalisKoutsogiannakis YasmineGarbi JuliaSporre FredrikOhlsson JacobEricksson BarbroEnberg GeorgiStaykov EmilAlmén PaleOlofsson MikaelRahm LennartR.Svensson KarlOscarTörnros KalledMustonen AlexandraPascalidou TehillaBlad ChristianFiedler JanMybrand ReubenSallmander NielsArdenOplev"
13581,fast & furious,"['Action', 'Crime', 'Drama', 'Thriller']","['When', 'a', 'crime', 'brings', 'them', 'back', 'to', 'L.A.,', 'fugitive', 'ex-con', 'Dom', 'Toretto', 'reignites', 'his', 'feud', 'with', 'agent', 'Brian', ""O'Conner."", 'But', 'as', 'they', 'are', 'forced', 'to', 'confront', 'a', 'shared', 'enemy,', 'Dom', 'and', 'Brian', 'must', 'give', 'in', 'to', 'an', 'uncertain', 'new', 'trust', 'if', 'they', 'hope', 'to', 'outmaneuver', 'him.', 'And', 'the', 'two', 'men', 'will', 'find', 'the', 'best', 'way', 'to', 'get', 'revenge:', 'push', 'the', 'limits', 'of', ""what's"", 'possible', 'behind', 'the', 'wheel.']","['VinDiesel', 'PaulWalker', 'MichelleRodriguez', 'JordanaBrewster', 'JohnOrtiz', 'LazAlonso', 'GalGadot', 'JackConley', 'SheaWhigham', 'TegoCalderón', 'DonOmar', 'SungKang', 'LizaLapira', 'MirthaMichelle', 'GregCipes', 'RonYuan', 'AlejandroPatino', 'JoeHursley', 'CesarGarcia', 'BrandonT.Jackson', 'MousaKraish', 'NeilBrownJr.', 'WilmerCalderon', 'JosephJulianSoria', 'DonThaiTheerathada', 'RobertMiano', 'LuisMoncada', 'KofiNatei', 'McCalebBurnett', 'GregCollins', 'MoniqueGabrielaCurnen', 'JimmyLin', 'RogerFan', 'BrendanWayne', 'LouReyes', 'BreonAnsley', 'AssafCohen', 'LorenLazerine', 'LouBeattyJr.', 'JulianStarks', 'ChristopherGehrman', 'MarcoRodríguez', 'NaureenZaim', ""BeckyO'Donohue"", 'SharonZeev', 'AlexandraCastro', 'JaimieSullivan', 'LeighFolsomBoyd']",['JustinLin'],"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel. Action Crime Drama Thriller VinDiesel PaulWalker MichelleRodriguez JordanaBrewster JohnOrtiz LazAlonso GalGadot JackConley SheaWhigham TegoCalderón DonOmar SungKang LizaLapira MirthaMichelle GregCipes RonYuan AlejandroPatino JoeHursley CesarGarcia BrandonT.Jackson MousaKraish NeilBrownJr. WilmerCalderon JosephJulianSoria DonThaiTheerathada RobertMiano LuisMoncada KofiNatei McCalebBurnett GregCollins MoniqueGabrielaCurnen JimmyLin RogerFan BrendanWayne LouReyes BreonAnsley AssafCohen LorenLazerine LouBeattyJr. JulianStarks ChristopherGehrman MarcoRodríguez NaureenZaim BeckyO'Donohue SharonZeev AlexandraCastro JaimieSullivan LeighFolsomBoyd JustinLin"
13616,crank: high voltage,"['Action', 'Thriller', 'Crime']","['Chelios', 'faces', 'a', 'Chinese', 'mobster', 'who', 'has', 'stolen', 'his', 'nearly', 'indestructible', 'heart', 'and', 'replaced', 'it', 'with', 'a', 'battery-powered', 'ticker', 'that', 'requires', 'regular', 'jolts', 'of', 'electricity', 'to', 'keep', 'working.']","['JasonStatham', 'AmySmart', 'DwightYoakam', 'EfrenRamirez', 'JulanneChidiHill', 'JosePabloCantillo', 'RenoWilson', 'KeoneYoung', 'ArtHsu', 'JosephJulianSoria', 'BaiLing', 'CliftonCollinsJr', 'DavidCarradine', 'CoreyHaim', 'GeriHalliwell', 'WilliamBrent', 'JamieHarris', 'JohndeLancie', 'Ho-KwanTse', 'AnneGirard', 'Yeva-GenevieveLavlinski', 'NickManning', 'JennaHaze', 'ReidHarper', 'GlennHowerton', 'DavidRubin', 'ChesterBennington', 'GalenYuen', 'ShuLanTuan', 'SetuTaase', 'EidanHanzei', 'NajjaMeeks', 'DavidRolas', 'DavidDooyunKim', 'PortisHershey', 'AtticusTodd', 'PeterMark', 'ChadDamiani', 'JaiStefan', 'TomRoach', 'MaynardJamesKeenan', 'DannyLohner', 'DannaHansen', 'KeithJardine', 'CherindaKincherlow', 'BillyGillespie', 'SamuelHubinette', 'MichaelWeston', 'DanCallahan', 'LloydKaufman', 'JosephD.Reitman', 'LexingtonSteele', 'MoniqueAlexander', 'KateMulligan', 'EdPowers', 'LarryEudene', 'MandyAmano', 'JayXcala', 'DavidBaptiste', 'SimoneBargetze', 'PatrickBautista', 'SoranaBlack', 'DarrylChan', 'AlexandreChen', 'RossieCottrell', 'NickDash', 'MarisaDeVonish', 'SabrinaDiaz', 'TonyFlores', 'MeninaFortunato', 'ToniFox', 'LarryGoldstein', 'SharleneGrover', 'JenHalperin', 'LaurenHolly', 'LeoIbanez', 'HannahLandberg', 'JosiahD.Lee', 'RosaLee', 'RavenLexy', 'ErinMicklow', 'AlanMueting', 'BibianaNavas', 'ChristineQ.Nguyen', 'JimmyOrtega', 'NicoleRandall', 'C.FrederickSecrease', 'Teemaree', 'KurlyTlapoyawa', 'ShirleyTo', 'BrandonTrost', 'JasonTrost', 'TriciaTrotter', 'JannaVanHeertum', 'PeterMarkVasquez', 'HollyWeber']","['BrianTaylor', 'MarkNeveldine']",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working. Action Thriller Crime JasonStatham AmySmart DwightYoakam EfrenRamirez JulanneChidiHill JosePabloCantillo RenoWilson KeoneYoung ArtHsu JosephJulianSoria BaiLing CliftonCollinsJr DavidCarradine CoreyHaim GeriHalliwell WilliamBrent JamieHarris JohndeLancie Ho-KwanTse AnneGirard Yeva-GenevieveLavlinski NickManning JennaHaze ReidHarper GlennHowerton DavidRubin ChesterBennington GalenYuen ShuLanTuan SetuTaase EidanHanzei NajjaMeeks DavidRolas DavidDooyunKim PortisHershey AtticusTodd PeterMark ChadDamiani JaiStefan TomRoach MaynardJamesKeenan DannyLohner DannaHansen KeithJardine CherindaKincherlow BillyGillespie SamuelHubinette MichaelWeston DanCallahan LloydKaufman JosephD.Reitman LexingtonSteele MoniqueAlexander KateMulligan EdPowers LarryEudene MandyAmano JayXcala DavidBaptiste SimoneBargetze PatrickBautista SoranaBlack DarrylChan AlexandreChen RossieCottrell NickDash MarisaDeVonish SabrinaDiaz TonyFlores MeninaFortunato ToniFox LarryGoldstein SharleneGrover JenHalperin LaurenHolly LeoIbanez HannahLandberg JosiahD.Lee RosaLee RavenLexy ErinMicklow AlanMueting BibianaNavas ChristineQ.Nguyen JimmyOrtega NicoleRandall C.FrederickSecrease Teemaree KurlyTlapoyawa ShirleyTo BrandonTrost JasonTrost TriciaTrotter JannaVanHeertum PeterMarkVasquez HollyWeber BrianTaylor MarkNeveldine
13635,x-men origins: wolverine,"['Adventure', 'Action', 'Thriller', 'ScienceFiction']","['After', 'seeking', 'to', 'live', 'a', 'normal', 'life,', 'Logan', 'sets', 'out', 'to', 'avenge', 'the', 'death', 'of', 'his', 'girlfriend', 'by', 'undergoing', 'the', 'mutant', 'Weapon', 'X', 'program', 'and', 'becoming', 'Wolverine.']","['HughJackman', 'LievSchreiber', 'DannyHuston', 'LynnCollins', 'RyanReynolds', 'Will.i.am', 'TaylorKitsch', 'KevinDurand', 'DominicMonaghan', 'DanielHenney', 'TimPocock', 'JuliaBlake', 'MaxCullen', 'TroyeSivan', 'MichaelJamesOlsen', ""PeterO'Brien"", 'AaronJeffery', 'AliceParkinson', 'PhilipA.Patterson', 'AnthonyGee', 'AdelaideClemens', 'KarlBeattie', ""TomO'Sullivan"", 'MylesPollard', 'StephenAnderton', 'ChrisSadrinna', 'SeptimusCaton', 'MatthewDale', 'NathinButler', 'PeterBarry', 'DavidRitchie', 'AsherKeddie', 'SocratisOtto', 'StephenLeeder', 'JamesD.Dever', 'MartinObuga', 'RitaAffuaConnell', 'JohnShrimpton', 'HenryBrowne', 'TahynaTozzi', 'DanielNegreanu', 'AlexandraDavies', 'DonBattee', 'EvanSturrock', 'RobFlanagan', 'HakeemKae-Kazim', 'AlisonAraya', 'EricBreker', 'EileenBui', 'AdrianG.Griffiths', 'BryonChief-Moon', 'MikeDopud', 'BeatriceIlg', 'KanakoTakegishi', 'Panou', 'JohnsonPhan', 'ElizabethThai', 'JadeTang', 'JoelleTang', 'ScottAdkins', 'WarwickYoung', 'DennisKreusler', 'PatrickStewart']",['GavinHood'],"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine. Adventure Action Thriller ScienceFiction HughJackman LievSchreiber DannyHuston LynnCollins RyanReynolds Will.i.am TaylorKitsch KevinDurand DominicMonaghan DanielHenney TimPocock JuliaBlake MaxCullen TroyeSivan MichaelJamesOlsen PeterO'Brien AaronJeffery AliceParkinson PhilipA.Patterson AnthonyGee AdelaideClemens KarlBeattie TomO'Sullivan MylesPollard StephenAnderton ChrisSadrinna SeptimusCaton MatthewDale NathinButler PeterBarry DavidRitchie AsherKeddie SocratisOtto StephenLeeder JamesD.Dever MartinObuga RitaAffuaConnell JohnShrimpton HenryBrowne TahynaTozzi DanielNegreanu AlexandraDavies DonBattee EvanSturrock RobFlanagan HakeemKae-Kazim AlisonAraya EricBreker EileenBui AdrianG.Griffiths BryonChief-Moon MikeDopud BeatriceIlg KanakoTakegishi Panou JohnsonPhan ElizabethThai JadeTang JoelleTang ScottAdkins WarwickYoung DennisKreusler PatrickStewart GavinHood"
13654,red cliff part ii,"['War', 'Action', 'Drama', 'History', 'Thriller']","['In', '208', 'A.D.,', 'in', 'the', 'final', 'days', 'of', 'the', 'Han', 'Dynasty,', 'shrewd', 'Prime', 'Minster', 'Cao', 'convinced', 'the', 'fickle', 'Emperor', 'Han', 'the', 'only', 'way', 'to', 'unite', 'all', 'of', 'China', 'was', 'to', 'declare', 'war', 'on', 'the', 'kingdoms', 'of', 'Xu', 'in', 'the', 'west', 'and', 'East', 'Wu', 'in', 'the', 'south.', 'Thus', 'began', 'a', 'military', 'campaign', 'of', 'unprecedented', 'scale.', 'Left', 'with', 'no', 'other', 'hope', 'for', 'survival,', 'the', 'kingdoms', 'of', 'Xu', 'and', 'East', 'Wu', 'formed', 'an', 'unlikely', 'alliance.']","['TonyLeungChiu-Wai', 'TakeshiKaneshiro', 'ZhangFengyi', 'ChangChen', 'ZhaoWei', 'HuJun', 'SongJia', 'ShidouNakamura', 'LinChi-Ling', 'TongDawei', 'HouYong', 'YouYong', 'BaSenZhaBu', 'ZangJinsheng', 'ZhangShan', 'WangHui', 'XieGang', 'ShiXiao-Hong', 'XuFeng-Nian', 'GuoChao', 'HuXiaoguang', 'CuiYu-Gui', 'JiangTong', 'MaJingjing', 'YiZhen', 'JiaHong-Wei', 'ZhaoCheng-Shun', 'WangZao-Lai', 'WangNing', 'WangQingxiang']",['JohnWoo'],"In 208 A.D., in the final days of the Han Dynasty, shrewd Prime Minster Cao convinced the fickle Emperor Han the only way to unite all of China was to declare war on the kingdoms of Xu in the west and East Wu in the south. Thus began a military campaign of unprecedented scale. Left with no other hope for survival, the kingdoms of Xu and East Wu formed an unlikely alliance. War Action Drama History Thriller TonyLeungChiu-Wai TakeshiKaneshiro ZhangFengyi ChangChen ZhaoWei HuJun SongJia ShidouNakamura LinChi-Ling TongDawei HouYong YouYong BaSenZhaBu ZangJinsheng ZhangShan WangHui XieGang ShiXiao-Hong XuFeng-Nian GuoChao HuXiaoguang CuiYu-Gui JiangTong MaJingjing YiZhen JiaHong-Wei ZhaoCheng-Shun WangZao-Lai WangNing WangQingxiang JohnWoo"
13693,terminator salvation,"['Action', 'ScienceFiction', 'Thriller']","['All', 'grown', 'up', 'in', 'post-apocalyptic', '2018,', 'John', 'Connor', 'must', 'lead', 'the', 'resistance', 'of', 'humans', 'against', 'the', 'increasingly', 'dominating', 'militaristic', 'robots.', 'But', 'when', 'Marcus', 'Wright', 'appears,', 'his', 'existence', 'confuses', 'the', 'mission', 'as', 'Connor', 'tries', 'to', 'determine', 'whether', 'Wright', 'has', 'come', 'from', 'the', 'future', 'or', 'the', 'past', '--', 'and', 'whether', ""he's"", 'friend', 'or', 'foe.']","['ChristianBale', 'SamWorthington', 'AntonYelchin', 'MoonBloodgood', 'BryceDallasHoward', 'HelenaBonhamCarter', 'Common', 'RolandKickinger', 'MichaelIronside', 'JaneAlexander', 'ChrisBrowning', 'ChrisAshworth', 'Jadagrace', 'DavidMidthunder', 'ArnoldSchwarzenegger']",['McG'],"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe. Action ScienceFiction Thriller ChristianBale SamWorthington AntonYelchin MoonBloodgood BryceDallasHoward HelenaBonhamCarter Common RolandKickinger MichaelIronside JaneAlexander ChrisBrowning ChrisAshworth Jadagrace DavidMidthunder ArnoldSchwarzenegger McG"
13694,night at the museum: battle of the smithsonian,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']","['Hapless', 'museum', 'night', 'watchman', 'Larry', 'Daley', 'must', 'help', 'his', 'living,', 'breathing', 'exhibit', 'friends', 'out', 'of', 'a', 'pickle', 'now', 'that', ""they've"", 'been', 'transferred', 'to', 'the', 'archives', 'at', 'the', 'Smithsonian', 'Institution.', ""Larry's"", '(mis)adventures', 'this', 'time', 'include', 'close', 'encounters', 'with', 'Amelia', 'Earhart,', 'Abe', 'Lincoln', 'and', 'Ivan', 'the', 'Terrible.']","['BenStiller', 'AmyAdams', 'OwenWilson', 'HankAzaria', 'RobinWilliams', 'ChristopherGuest', 'SteveCoogan', 'RickyGervais', 'BillHader', 'JonBernthal', 'KaiJames', 'MizuoPeck', 'RamiMalek', 'CrystaltheMonkey', 'MindyKaling', 'JakeCherry', 'AlainChabat', 'PatrickGallagher', 'JoeJonas', 'KevinJonas', 'NickJonas', 'JoeJonas', 'KevinJonas', 'NickJonas', 'JayBaruchel', 'KeithPowell', 'CraigRobinson', 'ClintHoward', 'MattyFinochio', 'CarollSpinney', 'ThomasMorley', 'EugeneLevy', 'JoeJonas', 'KevinJonas', 'NickJonas', 'GeorgeForeman', 'ShawnLevy', 'AlbertaMayne', 'EdHelms', 'JonahHill', 'BenGarant', 'ThomasLennon']",['ShawnLevy'],"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible. Adventure Fantasy Action Comedy Family BenStiller AmyAdams OwenWilson HankAzaria RobinWilliams ChristopherGuest SteveCoogan RickyGervais BillHader JonBernthal KaiJames MizuoPeck RamiMalek CrystaltheMonkey MindyKaling JakeCherry AlainChabat PatrickGallagher JoeJonas KevinJonas NickJonas JoeJonas KevinJonas NickJonas JayBaruchel KeithPowell CraigRobinson ClintHoward MattyFinochio CarollSpinney ThomasMorley EugeneLevy JoeJonas KevinJonas NickJonas GeorgeForeman ShawnLevy AlbertaMayne EdHelms JonahHill BenGarant ThomasLennon ShawnLevy"
13746,the hangover,['Comedy'],"['When', 'three', 'friends', 'finally', 'come', 'to', 'after', 'a', 'raucous', 'night', 'of', 'bachelor-party', 'revelry,', 'they', 'find', 'a', 'baby', 'in', 'the', 'closet', 'and', 'a', 'tiger', 'in', 'the', 'bathroom.', 'But', 'they', ""can't"", 'seem', 'to', 'locate', 'their', 'best', 'friend,', 'Doug', '–', ""who's"", 'supposed', 'to', 'be', 'tying', 'the', 'knot.', 'Launching', 'a', 'frantic', 'search', 'for', 'Doug,', 'the', 'trio', 'perseveres', 'through', 'a', 'nasty', 'hangover', 'to', 'try', 'to', 'make', 'it', 'to', 'the', 'church', 'on', 'time.']","['BradleyCooper', 'EdHelms', 'ZachGalifianakis', 'JustinBartha', 'HeatherGraham', 'SashaBarrese', 'JeffreyTambor', 'KenJeong', 'RachaelHarris', 'MikeTyson', 'MikeEpps', 'JernardBurks', 'RobRiggle', 'CleoKing', 'BryanCallen', 'MattWalsh', 'IanAnthonyDale', 'MichaelLi', 'SondraCurrie', 'GillianVigman', 'NathalieFay', 'ChuckPacheco', 'JesseErwin', 'DanFinnerty', 'KeithLyle', 'BrodyStevens', 'ToddPhillips', 'MikeVallely', 'JamesMartinKelly', 'MurrayGershenz', 'AndrewAstor', 'CaseyMargolis', 'KenFlaherty', 'JoeAlexander', 'ConstanceBroge', 'SuePierce', 'FloydLevine', 'RobertA.Ringler', 'BrittBarrett', 'ChauntaeDavies', 'AlisaAllapach', 'NicholasFuru', 'AngelicaFlameno', 'LilyWinn', 'KaterinaMoutsatsou', 'FaleoloAlailima', 'RioAhn', 'JohnBailey', 'BartBlackburn', 'JordanBobbitt', 'GuileBranco', 'JoeyBrander', 'MichaelBravo', 'KaitlinClark', 'NatalieCohen', 'MatthewCorbettDavis', 'CodyDeal', 'LanetteFugit', 'CharleneGeisler', 'DavidHill', 'MitchHolleman', 'BrianIrvin', 'TyIzquierdo', ""BrittaniJenee'"", 'CarrieKeagan', 'NikoKoshet', 'DovMarkowich', 'StephanieMathis', 'AnthonyMingilino', 'AprilMontgomery', 'RoyC.Peterson', 'AlexPulido', 'RichardReid', 'JoanRiegert', 'RachaelRiegert', 'MichaelA.Rizza', 'HeatherRoop', 'JoeSatriani', 'FranSeverini', 'JessicaSimons', 'TomSpano', ""Scott'CarrotTop'Thompson"", 'JairaValenti', 'RyanVandeKampBuchanan', 'YvonneVera', 'VictorYerrid', 'AnatGerber']",['ToddPhillips'],"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time. Comedy BradleyCooper EdHelms ZachGalifianakis JustinBartha HeatherGraham SashaBarrese JeffreyTambor KenJeong RachaelHarris MikeTyson MikeEpps JernardBurks RobRiggle CleoKing BryanCallen MattWalsh IanAnthonyDale MichaelLi SondraCurrie GillianVigman NathalieFay ChuckPacheco JesseErwin DanFinnerty KeithLyle BrodyStevens ToddPhillips MikeVallely JamesMartinKelly MurrayGershenz AndrewAstor CaseyMargolis KenFlaherty JoeAlexander ConstanceBroge SuePierce FloydLevine RobertA.Ringler BrittBarrett ChauntaeDavies AlisaAllapach NicholasFuru AngelicaFlameno LilyWinn KaterinaMoutsatsou FaleoloAlailima RioAhn JohnBailey BartBlackburn JordanBobbitt GuileBranco JoeyBrander MichaelBravo KaitlinClark NatalieCohen MatthewCorbettDavis CodyDeal LanetteFugit CharleneGeisler DavidHill MitchHolleman BrianIrvin TyIzquierdo BrittaniJenee' CarrieKeagan NikoKoshet DovMarkowich StephanieMathis AnthonyMingilino AprilMontgomery RoyC.Peterson AlexPulido RichardReid JoanRiegert RachaelRiegert MichaelA.Rizza HeatherRoop JoeSatriani FranSeverini JessicaSimons TomSpano Scott'CarrotTop'Thompson JairaValenti RyanVandeKampBuchanan YvonneVera VictorYerrid AnatGerber ToddPhillips"
13773,dead snow,"['Horror', 'Comedy']","['Eight', 'medical', 'students', 'on', 'a', 'ski', 'trip', 'to', 'Norway', 'discover', 'that', ""Hitler's"", 'horrors', 'live', 'on', 'when', 'they', 'come', 'face', 'to', 'face', 'with', 'a', 'battalion', 'of', 'zombie', 'Nazi', 'soldiers', 'intent', 'on', 'devouring', 'anyone', 'unfortunate', 'enough', 'to', 'wander', 'into', 'the', 'remote', 'mountains', 'where', 'they', 'were', 'once', 'sent', 'to', 'die.']","['CharlotteFrogner', 'StigFrodeHenriksen', 'VegarHoel', 'JeppeBeckLaursen', 'EvyKassethRøsten', 'LasseValdal', 'JennySkavlan', 'BjørnSundquist', 'AneDahlTorp', 'ØrjanGamst']",['TommyWirkola'],Eight medical students on a ski trip to Norway discover that Hitler's horrors live on when they come face to face with a battalion of zombie Nazi soldiers intent on devouring anyone unfortunate enough to wander into the remote mountains where they were once sent to die. Horror Comedy CharlotteFrogner StigFrodeHenriksen VegarHoel JeppeBeckLaursen EvyKassethRøsten LasseValdal JennySkavlan BjørnSundquist AneDahlTorp ØrjanGamst TommyWirkola
13833,transformers: revenge of the fallen,"['ScienceFiction', 'Action', 'Adventure']","['Sam', 'Witwicky', 'leaves', 'the', 'Autobots', 'behind', 'for', 'a', 'normal', 'life.', 'But', 'when', 'his', 'mind', 'is', 'filled', 'with', 'cryptic', 'symbols,', 'the', 'Decepticons', 'target', 'him', 'and', 'he', 'is', 'dragged', 'back', 'into', 'the', ""Transformers'"", 'war.']","['ShiaLaBeouf', 'MeganFox', 'JoshDuhamel', 'RainnWilson', 'TyreseGibson', 'JohnTurturro', 'KevinDunn', 'JulieWhite', 'RamónRodríguez', 'IsabelLucas', 'GlennMorshower', 'HugoWeaving', 'MarcEvanJackson', 'PeterCullen', 'ArnoldChun', 'KatieLowes', 'MarkRyan', 'RenoWilson', 'JessHarnell', 'RobertFoxworth', 'AndréSogliuzzo', 'GreyGriffin', 'TonyTodd', 'CharlieAdler', 'FrankWelker', 'TomKenny', 'CalvinWimmer', 'JohnDiCrosta', 'MichaelYork', 'KevinMichaelRichardson', 'RobinAtkinDownes', 'JohnEricBentley', 'AmericaOlivo', 'MichaelPapajohn', 'AndrewHoward', 'MatthewMarsden', 'DeepRoy']",['MichaelBay'],"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war. ScienceFiction Action Adventure ShiaLaBeouf MeganFox JoshDuhamel RainnWilson TyreseGibson JohnTurturro KevinDunn JulieWhite RamónRodríguez IsabelLucas GlennMorshower HugoWeaving MarcEvanJackson PeterCullen ArnoldChun KatieLowes MarkRyan RenoWilson JessHarnell RobertFoxworth AndréSogliuzzo GreyGriffin TonyTodd CharlieAdler FrankWelker TomKenny CalvinWimmer JohnDiCrosta MichaelYork KevinMichaelRichardson RobinAtkinDownes JohnEricBentley AmericaOlivo MichaelPapajohn AndrewHoward MatthewMarsden DeepRoy MichaelBay"
13848,ice age: dawn of the dinosaurs,"['Animation', 'Comedy', 'Family', 'Adventure']","['Times', 'are', 'changing', 'for', 'Manny', 'the', 'moody', 'mammoth,', 'Sid', 'the', 'motor', 'mouthed', 'sloth', 'and', 'Diego', 'the', 'crafty', 'saber-toothed', 'tiger.', 'Life', 'heats', 'up', 'for', 'our', 'heroes', 'when', 'they', 'meet', 'some', 'new', 'and', 'none-too-friendly', 'neighbors', '–', 'the', 'mighty', 'dinosaurs.']","['RayRomano', 'JohnLeguizamo', 'DenisLeary', 'QueenLatifah', 'SimonPegg', 'EthanJuan', 'SeannWilliamScott', 'KarenDisher', 'ChrisWedge', 'KristenWiig', 'EuniceCho', 'HarrisonFahn', 'MaileFlanagan', 'JasonFricchione', 'BillHader', 'KellyKeaton', 'JoeyKing', 'LucasLeguizamo', 'JaneLynch', 'ReganMizrahi', 'CleaLewis', 'AllegraLeguizamo', 'AllegraLeguizamo', 'JoshPeck', 'CarlosSaldanha', 'ClaudiaBesso', 'BeatriceMiller']",['CarlosSaldanha'],"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs. Animation Comedy Family Adventure RayRomano JohnLeguizamo DenisLeary QueenLatifah SimonPegg EthanJuan SeannWilliamScott KarenDisher ChrisWedge KristenWiig EuniceCho HarrisonFahn MaileFlanagan JasonFricchione BillHader KellyKeaton JoeyKing LucasLeguizamo JaneLynch ReganMizrahi CleaLewis AllegraLeguizamo AllegraLeguizamo JoshPeck CarlosSaldanha ClaudiaBesso BeatriceMiller CarlosSaldanha"
13886,the librarian: the curse of the judas chalice,"['Fantasy', 'Action', 'Adventure', 'Comedy']","['While', 'on', 'a', 'dangerous', 'mission', 'to', 'recover', 'the', 'historic', 'Judas', 'Chalice,', 'Flynn', 'is', 'saved', 'by', 'Simone.', 'But', 'when', 'double-crossed', 'by', 'a', 'respected', 'professor', 'and', 'ambushed', 'by', 'a', 'ruthless', 'gang,', 'Flynn', 'realizes', ""Simone's"", 'secret,', 'his', 'true', 'mission', 'and', 'a', 'shocking', 'discovery', 'are', 'all', 'lying', 'within', 'a', 'decaying', 'New', 'Orleans', 'crypt.']","['NoahWyle', 'BobNewhart', 'StanaKatic', 'BruceDavison', 'JaneCurtin', 'DikranTulaine', 'JasonDouglas', 'Beth\xa0Burvant', 'AimeeSpringFortier', 'EarlMaddox']",['JonathanFrakes'],"While on a dangerous mission to recover the historic Judas Chalice, Flynn is saved by Simone. But when double-crossed by a respected professor and ambushed by a ruthless gang, Flynn realizes Simone's secret, his true mission and a shocking discovery are all lying within a decaying New Orleans crypt. Fantasy Action Adventure Comedy NoahWyle BobNewhart StanaKatic BruceDavison JaneCurtin DikranTulaine JasonDouglas Beth Burvant AimeeSpringFortier EarlMaddox JonathanFrakes"
